ID;Date;ABSTICH m;WASSERTEMPERATUR °C;ELEKTR. LEITF. (bei 25°C) µS/cm;PH-WERT;SAUERSTOFFGEHALT mg/l;GESAMTHAERTE °dH;KARBONATHAERTE °dH;CALCIUM mg/l;MAGNESIUM mg/l;NATRIUM mg/l;KALIUM mg/l;EISEN mg/l;MANGAN mg/l;CADMIUM mg/l;QUECKSILBER mg/l;ZINK mg/l;KUPFER mg/l;ALUMINIUM mg/l;BLEI mg/l;CHROM-GESAMT (filtriert) mg/l;NICKEL mg/l;ARSEN mg/l;BOR mg/l;AMMONIUM mg/l;NITRIT mg/l;NITRAT mg/l;CHLORID mg/l;SULFAT mg/l;HYDROGENK. mg/l;ORTHOPHOSPHAT mg/l;DOC mg/l;AOX µg/l;Dimethachlor Metabolit µg/l
PG31100302;26.04.2022;3,94;9,7;785,664;6,9;3,9;20,5;13,2;105;25,1;9,46;2,15;0;0,005;0;0;0,0175;0,00419;0,005;0;0;0,00129;0;0,0477;0;0,01;24,4;66,3;82,1;287;0,036;1,4;;0,15
PG31100302;27.10.2022;4,11;12,6;802,404;7;4,7;20,5;12,8;105;25,3;10,4;3,37;0;0;;;;;;;;;;0,0219;0;0;20,9;62,3;78,4;279;0,0221;1,2;;
PG31100302;17.04.2023;4,02;9,8;794,592;7,1;3,8;20,9;12,9;106;26,3;11;3,48;0;0;0;0;0,00731;0,00355;0;0;0;0,00145;0;0,01;0,005;0,005;18,5;57,5;78,9;281;0,0326;2;;0,11
PG31100302;03.01.2024;4,01;10,6;861,552;7;3;21,5;12,8;109;27,2;11,6;3,55;0;0;;;;;;;;;;0,01;0;0;17,7;81,9;85,1;278;0,0254;1,6;;
PG31100302;10.04.2024;4,32;10,3;843,696;7,1;3,8;23;13,2;121;26,3;11,1;3,45;0;0,005;0;0;0,0135;0,00539;0;0;0;0,00159;0;0,01;0,014;0;19,4;76,2;83,4;287;0,0241;1,5;;0,13
PG31100302;28.10.2024;5;13,3;812,448;7,77;5,3;22,4;13;115;27,4;14,4;5,11;0;0,005;;;;;;;;;;0;0,005;0;18;67,1;78,6;282;0,0291;1,1;;
PG31100312;18.10.1994;2,82;10,5;465;7,8;9,2;12,6;10,5;64,5;15,6;6;0,25;0,01;0,01;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,021;0,005;0,333;7,7;22;6,6;228,8;0,005;0,25;3,31;
PG31100312;07.02.1995;2,77;8,9;518;7,3;9,1;14,7;12,2;76,1;17,7;6,3;0,6;0;0;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,01;0,017;0,0025;13,7;28,2;10,5;265,9;0,075;1;6,84;
PG31100312;06.04.1995;2,2;9,1;528;7,3;8,6;14,8;12,4;76,6;17,9;6,5;0,6;0;0;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,012;0,005;0,0025;13,6;28,3;10,8;270,2;0,09;0,9;4,82;
PG31100312;28.06.1995;2,9;10,3;513;7,4;9;14,5;12,2;74,3;17,6;6,2;0,25;0,01;0,01;0,0001;0,0001;0,01;;0,005;0,001;0,0005;;0,0005;0,02;0,005;0;13,7;27,5;10,5;265,9;0,076;1,4;8,13;
PG31100312;27.09.1995;3,15;9,5;481;7,4;8,6;12,5;11,1;64,6;15,1;5,2;0,25;0;0;0,0001;0,0001;0,01;;0,02;0,0005;0,004;;0,0005;0;0;0;10,9;22,9;6,6;241,9;0,115;12;;
PG31100312;17.01.1996;2,82;7,9;530;7,5;7,4;14,2;11,7;74,9;16;6,1;0,5;0,01;0;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0;0;0;14;29,1;11,5;255;0,077;0,5;;
PG31100312;11.04.1996;1,32;6;820;7,3;5,7;12,5;10,1;64,9;14,7;14;1,4;0,15;0,0;0,0001;0,0001;0,01;;0,18;0,0005;0,002;;0,0005;0,017;0,056;0,052;12;19,5;35,8;220,1;0,164;8,2;;
PG31100312;02.07.1996;;11,5;460;7,5;8,9;14,5;10,9;73,5;18,2;6,1;0,9;0,057;0;0,0001;0,0001;0,01;;0,01;0,0005;0,001;;0,0005;0;0;0;13,4;28,1;11,3;237,5;0,076;0,25;;
PG31100312;22.08.1996;3,8;10,5;499;7,36;8,97;14,8;;77,9;17,2;6,1;0,39;0,11;0,005;;;;;;;;;;0,031;0,013;0,0033;13,9;28,3;10,4;;0,07;0;;
PG31100312;14.11.1996;;8,2;508;7,2;9,2;12,9;9,6;66;15,9;6,07;0,46;0,16;0,005;;;;;;;;;;0;0;0,0062;17,6;32,3;12,9;209;0,072;0,49;;
PG31100312;20.02.1997;7,29;8,4;520;7,1;9,3;13,5;10,5;66,9;17,9;5,79;0,38;0,03;0,005;;;;;;;;;;0,01;0,0052;0,0025;19,9;36,5;15;229;0,071;0,5;;
PG31100312;04.06.1997;3,36;9,7;534;6,9;8;14,5;9,38;76,4;16,7;6,06;0,53;0,03;0,005;;;;;;;;;;0;0;0,00225;19,4;36,8;16,3;204;0,076;1,13;;
PG31100312;19.08.1997;6,25;8,8;520;6,9;8,4;13,9;9,49;71;17,1;6,26;0,52;0,37;0,005;;;;;;;;;;0;0;0;19,3;37,5;15,4;207;0,072;0,55;;
PG31100312;20.11.1997;1,54;8,1;513;7;8,9;14,1;10,1;73;17,2;6,1;0,47;0,02;0,005;;;;;;;;;;0;0;0,00145;19,5;37,5;16,7;221;0,076;3,12;;
PG31100312;23.02.1998;0,74;8,7;511;6,8;8,9;13,9;9,74;71,3;17,1;6,22;0,44;0,05;0,005;;;;;;;;;;0;0,00135;0,0016;19,3;37,7;16,4;212;0,085;0,67;;
PG31100312;25.05.1998;1,04;9,9;518;7,2;8,9;13,7;10,1;70,5;16,6;7,61;0,43;0,005;0,005;;;;;;;;;;0;0;0;20,7;39,6;17,9;220;0,072;0,42;;
PG31100312;27.08.1998;1,54;10,8;509;7;9,3;13,4;9,3;64,6;19,1;6,3;1;0,012;0,005;0,0001;0;0,005;0,001;0,005;0,001;0,0005;0,002;0,0005;0;0,017;0,021;22,4;43,9;11,4;203;0,11;0,25;11,1;
PG31100312;02.12.1998;1,3;7,6;477;7,2;10,3;14,9;9,3;74,8;19,4;6,2;1,8;0,02;0;0;0;0,021;0,002;0,014;0,001;0,0005;0,001;0,0005;0,0181;0;0;23;43,7;22,6;202;0,071;0,5;8,1;
PG31100312;16.03.1999;5,76;8,1;494;7,1;7,9;14,3;9,2;71,4;18,6;6,4;1,4;0,054;0,005;0,0001;0;0,047;0,0042;0,025;0,0015;0;0,0056;0,0005;0;0,011;0,005;21,4;47,9;22,6;200;0,068;0,25;5,8;
PG31100312;08.06.1999;6,2;8,8;509;7;9,7;14,1;8,8;70;18,8;5,8;1,3;0,005;0;0;0;0,005;0,0005;0;0,001;0;0,001;0,0005;0,013;0,012;0;23,8;45,9;22,1;193;0,1;0,7;7,6;
PG31100312;25.08.1999;9,43;8,4;484;7,3;10,2;13,3;9;67,4;16,6;6,3;0,5;0,043;0;;;;;;;;;;0,0319;0;0;22,6;38,4;23,5;196;0,065;0,25;;
PG31100312;24.11.1999;3,38;8,1;526;7;8,3;13,3;8,7;67,2;17;6,1;0,5;0,011;0;;;;;;;;;;0;0;0;22,1;48,9;25,9;189;0,073;0,25;;
PG31100312;09.03.2000;;8,3;514;6,9;6,3;13,7;8,4;69,3;17,2;5,8;0,4;0;0;;;;;;;;;;0;0;0;25,6;46,3;27,2;184;0,08;0,25;;
PG31100312;07.06.2000;2,3;9,9;519;7;9;14,1;8,6;72,4;17,2;7,5;0,8;0;0;;;;;;;;;;0;0;0;25,2;45,3;26;188;0,054;0,5;;
PG31100312;04.09.2000;2,67;8,2;561;7,1;9,5;15,1;8,9;82,8;15,3;7,3;1,67;0,005;0;;;;;;;;;;0;0;0;23,5;51,5;34,7;195;0,042;0,25;;
PG31100312;29.11.2000;5,6;8,8;557;7,1;8,9;13,6;8,8;70,6;16,2;6,97;2,02;0,01;0;;;;;;;;;;0;0;0;27,4;46,1;26,4;192;0,091;0,25;;
PG31100312;21.02.2001;4,33;8,4;520;7;8,8;13,6;8,3;68,9;17;6,9;1,68;0;0;;;;;;;;;;0;0;0;27,7;50,5;26,4;180;0,065;0,25;;
PG31100312;31.05.2001;1,96;9,4;549;7;10;13,8;8,1;70,1;17,2;6,8;1,74;0;0;;;;;;;;;;0;0,017;0,019;27,7;51,1;28,3;178;0,053;3,2;;
PG31100312;22.08.2001;2,56;10;552;7;9,9;13,3;8,3;68,3;16,2;6,8;1,58;0;0;;;;;;;;;;0;0;0;28,1;49;25,9;181;0,065;0,25;;
PG31100312;20.11.2001;2,72;9;549;7;8,3;13,7;8,3;71,4;16,1;7,1;1,64;0;0;;;;;;;;;;0;0;0;29,4;50,7;28,9;181;0,075;0,25;;
PG31100312;07.03.2002;2,37;8,6;528;7,1;8,3;14,1;8,2;72,5;17,1;7,2;1,67;0;0;;;;;;;;;;0;0;0,012;33;52,9;33,3;179;0,013;0,5;;
PG31100312;06.06.2002;2,53;9,3;550;7;8,6;14,9;8,2;74,6;19,5;7,3;1,75;0;0;;;;;;;;;;0;0;0;29,4;51,5;30;178;0,0865;0,25;;
PG31100312;12.09.2002;2,44;9,2;551;6,9;8,8;14,7;7,9;75;18,3;7,4;0,375;0,03;0,01;;;;;;;;;;0;0,0215;0,0285;24,6;50,7;32,7;173;0,0795;0,5;;
PG31100312;14.11.2002;5,22;9;558;6,4;7,3;14,9;8,3;74,6;19,5;7,7;4,7;0,005;0,01;;;;;;;;;;0;0,005;0,005;27,3;52,5;30,6;180;0,082;1,9;;
PG31100312;25.02.2003;1,15;8,1;597;6,9;8,9;14,1;8,4;72,1;17,6;6,6;0,87;0,005;0,005;;;;;;;;;;0,005;0;0;28,3;49,2;28;183;0,0965;0,5;;
PG31100312;21.05.2003;1,68;9,1;576;7;9,6;14,3;7,7;70,7;19;7,3;0,95;0,0136;0;;;;;;;;;;0,005;0;0;26,2;51,3;27,2;168;0,0685;0,6;;
PG31100312;25.08.2003;4,79;9,4;547;7,2;7;14,3;8,3;73,8;17,1;7,2;0,8;0,011;0;;;;;;;;;;0;0;0;25,2;50,7;34;182;0,087;0,6;;
PG31100312;13.11.2003;8,52;8,8;531;7;8,3;14,3;8,3;73,2;17,6;7,7;0,375;0;0;;;;;;;;;;0,005;0;0;26,9;45,5;26,1;182;0,08;0,25;;
PG31100312;25.02.2004;3,53;7,3;554,652;7;9;13,9;8,3;70,8;17,5;7,1;0,375;0;0;0;0;0,0025;0,0005;0;0;0;0,0005;0;0;0;0;29,3;48;30,8;180;0,088;0,25;2,4;
PG31100312;26.05.2004;0,97;9,3;531,216;7;8,9;13,2;9,1;68,1;16,1;6,4;0,375;0;0;0;0;0,0025;0,002;0;0,001;0;0;0;0;0;0;22,4;43,1;24;198;0,066;0,5;7,7;
PG31100312;23.08.2004;8,52;9,3;549,072;7;8,8;14;8,3;69,4;18,4;7;0,8;0;0;0;0;0,0025;0,0005;0;0;0;0;0,0005;0,005;0;0;25,1;47,1;23,5;180;0,074;0,25;13;
PG31100312;24.11.2004;3,73;9,1;502,2;7,1;7,8;13,9;9;70,7;17,4;6,5;0,375;0;0;0;0;0,0025;0;0;0;0;0,002;0;0,005;0;0;26,3;45,6;28;196;0,073;0,25;4,8;
PG31100312;01.03.2005;5,21;9,4;537,912;7,1;8,2;13,9;8,7;70,9;17,1;6,4;0,8;0;0;;;;;;;;;;0,005;0;0;20,9;41,7;18,7;190;0,077;0,7;;
PG31100312;23.05.2005;1,22;7,4;528,984;7,1;7,8;14,1;8,7;72,1;17,3;6,8;0,8;0;0;;;;;;;;;;0,005;0;0;24,6;46,4;24,8;189;0,084;0,25;;
PG31100312;25.08.2005;5,28;9,4;544,608;7,1;8,9;13,9;8,1;70,2;17,6;6,6;0,8;0;0;;;;;;;;;;0,005;0;0;24,4;46,8;23,7;178;0,073;0,5;;
PG31100312;09.11.2005;0,79;9,4;535,68;7,1;8,7;13,6;9,3;69,7;16,9;6,4;0,375;0;0;;;;;;;;;;0;0,005;0;23;44,5;13,6;202;0,05;0;;
PG31100312;06.03.2006;0,92;7;542,376;7,1;8,4;14,5;9,3;74,1;18,1;6,6;0,79;0;0;;;;;;;;;;0;0,005;0;22,5;45,6;24,8;203;0,07;0,25;;
PG31100312;11.05.2006;0,68;9,2;527,868;6,9;8,2;14,2;9;72,5;17,5;6,4;0,8;0;0;;;;;;;;;;0;0;0;22,3;47,8;26,3;195;0,071;0,8;;
PG31100312;31.08.2006;0,65;10,5;562,464;7,1;8,2;14,4;9,1;73,1;17,9;6,4;0,375;0;0;;;;;;;;;;0,005;0;0;25,5;47,7;33,4;199;0,062;0,6;;
PG31100312;20.11.2006;0,95;9,4;559,116;7,1;8,2;14,3;8,9;73,3;17,4;6,4;0,375;0;0;;;;;;;;;;0;0,005;0;23;59,4;22;194;0,069;0,25;;
PG31100312;23.02.2007;;9,3;553,536;7,2;5,9;13,7;9,49;69,2;17,2;6,1;0,25;0,005;0;;;;;;;;;;0;0;0,0029;21,3;45,8;21,9;204;0,055;0,25;;
PG31100312;15.05.2007;;9,3;639;7,1;7,9;14,8;9,32;75,9;18,2;6,8;0,25;0,005;0;0;0;0,0053;0;0,004;0;0,0005;0,0005;0;0;0;0,001;23,8;50,5;24,6;200;0,056;0,25;;
PG31100312;01.08.2007;1,48;10,5;622,728;7,1;8,3;14,4;9,38;74;17,4;6,2;0,25;0,005;0;;;;;;;;;;0;0;0,001;24,2;51,6;25,7;201;0,058;0,25;;
PG31100312;26.11.2007;3,85;9,3;615;7,2;10,6;15,1;9,1;77,3;18,5;7,1;0,25;0,005;0;0;0;0,0069;0,0005;0,013;0;0,0012;0,0005;0;0;0;0;23,9;52,8;26,2;195;0,054;0,25;;
PG31100312;23.05.2008;;9,5;563,58;7,1;7,7;14,7;9,24;75,2;18;6,7;0,62;0,005;0;0;0;0,0063;0,001;0,004;0;0,0005;0;0;0;0,005;0,001;24,6;52,1;26,5;198;0,048;0,25;;
PG31100312;11.11.2008;4,47;9,3;588;7,2;7,7;14,4;8,96;72,8;18,1;6,8;0,25;0,005;0;;;;;;;;;;0;0;0,001;26,6;56,8;29,5;192;0,028;0,93;;
PG31100312;11.05.2009;4,31;9,8;601,524;7,1;10,7;15,8;8,99;81,3;19,1;7,3;0,25;0,005;0;0;0;0,0088;0;0;0;0,0005;0;0;0;0;0,001;27,5;57,7;33,1;193;0,048;0,25;;
PG31100312;08.10.2009;;9,4;575,856;7,2;7,5;16;9,1;81,9;19,5;7,9;0,25;0;0;;;;;;;;;;0;0,005;0;29,5;58,1;35,4;195;0,065;0,25;;
PG31100312;15.04.2010;;9;590,364;7,2;6,4;15,7;9,13;81,5;18,8;7;0,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;53,8;28,7;199;0,071;0,5;;
PG31100312;12.10.2010;;9,9;607,104;7,1;9,5;15,4;9,49;77,6;19,8;6,7;0,375;0,07;0;;;;;;;;;;0,0207;0;0;30,5;52,7;26,2;207;0,06;0,7;;
PG31100312;11.04.2011;3,82;9,5;593,712;7,1;8,75;14,3;9,38;73,5;17,6;6,4;0,9;0;0,0025;0;0;0,0101;0;0;0;0;0;0;0;0;0;28,7;54;22,9;204;0,067;0,6;;
PG31100312;10.10.2011;1,48;10,4;603,756;7,1;7,3;16;9,02;81,4;19,8;7;0;0;0;;;;;;;;;;0,005;0,005;0,024;33,555;61,11;35,5;196;0,068;0,6;;
PG31100312;19.04.2012;1,64;11,4;629,424;7,2;5,5;14,8;8,68;76,3;17,7;6,4;0,375;0;0;0;0;0,0038;0,0005;0;0;0;0;0;0;0;0;35,7;56,4;38,2;189;0,069;0,25;;
PG31100312;17.10.2012;;10,3;608,22;7,38;9,12;16,7;8,43;85,8;20,5;7,6;0,375;0;0;;;;;;;;;;0;0,005;0;35,33;60,05;41,4;184;0,065;0,5;;
PG31100312;02.07.2013;4,16;9,4;677,412;7,1;7,8;16,5;8,51;84,6;20,2;7,67;0,25;0,005;0,0025;0;0;0,0025;0,0005;0;0;0,0005;0,0005;0;0;0;0,001;33,6;62,7;41,9;185;0,069;0,25;;
PG31100312;15.10.2013;4,6;9,4;618,264;7,1;8,5;18;8,15;95,4;20;7,38;0,25;0;0;0;0;0,0084;0,0005;0;0;0;0;0;0;0;0;34,4;61,5;42,3;178;0,071;0,54;;
PG31100312;20.02.2014;4,67;9,5;610,452;7,2;8,6;17,3;8,18;90,8;19,6;7,96;0,25;0,005;0;0;0;0,0065;0,0013;0;0;0,0005;0,0005;0;0;0;0,001;34,7;61,7;42,3;178;0,059;0,25;;
PG31100312;11.07.2014;2,27;10,5;611,568;7,1;8,7;17,2;7,92;90,7;19,4;8,44;0,25;0,005;0;0,00005;0;0,0025;0;0;0;0,0005;0,0005;0;0;0;0,001;35,8;64,2;44,2;173;0,057;0,76;;
PG31100312;18.06.2015;4,48;9,4;604,872;7;6,5;16,8;8,06;85,8;20,6;10,3;0,53;0,011;0;0;0,000025;0,008;0,0005;0;0;0;0,0011;0;0;0;0,001;36,1;62;49,6;176;0,057;0,5;;
PG31100312;10.05.2016;;9,4;646,164;7;8;18,1;7,95;97,5;19,1;8,42;0,25;0,072;0,0025;0;0;0,01;0;0,024;0;0,0005;0,0005;0;0;0;0;37,7;65,6;52,3;173;0,057;0,25;;
PG31100312;25.04.2017;4,43;9,6;653,976;7,1;9;15,6;8,7;79,1;19,6;7,7;2,38;0;0;0;0;0,0048;0;0,011;0;0;0;0;0;0;0;33,5;67,18;53,6;189;0,05;0,9;;
PG31100312;15.05.2018;8,2;9,6;665,136;7,3;10;16,5;8,4;84;20,6;9,1;0,5;0;0;0;0;0,002;0;0;0;0;0;0;0;0,005;0;33,9;67,4;52,4;183;0,058;1;;
PG31100312;15.04.2019;7,8;9,6;708,66;6,9;6,5;17,8;8,72;91,5;21,7;7,7;0;0;0;0;0;0,0151;0,0016;0;0;0;0;0;0;0,03;0;31,9;70,3;57;190,1;0,056;0,79;;0,15
PG31100312;22.07.2019;8,3;9,6;687,456;7;6,5;17,5;8,8;88,4;22,4;8,28;0;0,005;0;0;0;0,087;0,001;0,0565;0;0;0,0011;0;0;0,015;0;31;71,8;54,8;191,8;0,09;0,8;;0,22
PG31100312;15.10.2019;8,72;9,9;685,224;7,1;8,2;18,7;9,17;97,8;22;8,68;0,5;0;0;0;0;0,166;0,0005;0;0;0;0,0005;0;0;0,014;0;30,2;69,3;54;199,8;0,065;0,57;;0,17
PG31100312;13.05.2020;8,89;9,6;665,136;7,3;9,5;18,2;9,1;93,7;22,3;9,3;0,5;0;0;0;0;0,0074;0;0;0;0;0;0;0;0,005;0;29;69;52;199;0,056;1,4;;0,16
PG31100312;20.04.2021;3,21;11;619,96032;7;7,17;19,01426;10,1752;96,22941;24,05348;9,46715;0,53062;0,00905;0,10971;0;0,0001;0,008306;0,00043;0,0025;0;0,00019;0,00181;0,0001;0;0,0519;0,0071;23,046;64,008;46,713;221,674;0,0625;1,825;;0,16
PG31100312;26.04.2022;7,62;9,9;703,08;7;6,9;18,2;10,6;94,6;21,5;7,94;0,5;0;0,0274;0;0;0,0025;0,0005;0;0;0;0,0005;0;0,01;0;0,016;28,3;71,9;56,4;231;0,059;0,64;;0,19
PG31100312;27.10.2022;7,7;10,3;684,108;7,25;7,7;17,1;9,76;88,1;20,5;8,11;0,5;0;0,005;;;;;;;;;;0,01;0;0;26,9;68,9;47,9;212;0,0539;1;;
PG31100312;17.04.2023;;10,3;741,024;7,1;7;17,7;9,71;90;22;8,76;0,5;0;0,005;0;0;0,0114;0,0005;0;0,0005;0,0005;0,00128;0;0,01;0,011;0,005;25,9;66;47,1;211;0,0507;0,94;;0,14
PG31100312;03.01.2024;;10,1;720,936;7,1;6,5;18,1;10,2;91,6;22,8;8,9;0,5;0;0,0162;;;;;;;;;;0,01;0,005;0,005;26,5;74,8;49,5;221;0,0566;1,3;;
PG31100312;10.04.2024;;10,1;709,776;7,3;8,1;18,2;9,91;95,1;21,2;8,34;0,5;0;0,005;0;0;0,00586;0,0005;0;0;0,0005;0,0005;0;0,01;0,005;0,053;27,2;77,2;48,8;215;0,0575;1,2;;0,081
PG31100312;28.10.2024;;11,3;667,368;7,14;8,5;17,6;9,6;90,8;21,3;9,06;0,5;0;0;;;;;;;;;;0;0,005;0;26,9;67,3;44,6;209;0,0583;1,1;;
PG31100322;18.10.1994;;8,9;575;7,6;10;15,1;12,2;66,6;25,2;9,7;4,9;0,01;0,01;0,0001;0,0001;0,12;;0,005;0,0005;0,003;;0,0005;0,023;0,005;0,0025;21,3;20,6;21,2;265,9;0,005;2,2;4,76;
PG31100322;07.02.1995;;6,5;622;6,9;8,9;16,8;13,5;76,5;26,3;12,6;11,8;0;0;0,0001;0,0001;0,09;;0,005;0,0005;0,002;;0,0005;0,065;0,01;0,0025;25,7;25,6;30,1;294,2;0,65;2,1;8,43;
PG31100322;06.04.1995;;7,4;625;7,4;9,8;16,7;13,8;75,7;26,5;11,8;10,9;0;0;0,0001;0,0001;0,09;;0,005;0,0005;0,0005;;0,0005;0,053;0,015;0,0025;26,3;25,5;27,9;300,7;0,48;1,2;14,62;
PG31100322;28.06.1995;1,47;13,9;558;7,4;9,2;15,3;12,9;68,9;24,7;9;5,3;0,01;0;0,0001;0,0001;0,12;;0,005;0,001;0,002;;0,0005;0,033;0,005;0;24,5;19,8;20,2;281,1;0,286;1;8,74;
PG31100322;21.09.1995;;14,3;765;7,4;7,3;18,8;17,2;88;28,3;18,2;15,6;0,01;0;0,0001;0,0001;0,12;;0,005;0,0005;0,002;;0,0005;0,207;0,057;0,005;27,3;26,5;43,6;374,8;3,43;4,1;;
PG31100322;11.01.1996;1,32;5,7;630;7,8;9,3;15,9;14,3;73,4;24,4;13,4;10,7;0,026;0;0,0001;0,0001;0,12;;0,005;0,0005;0,003;;0,0005;0,028;0;0;24,7;23,9;26,2;311,6;0,803;1,7;;
PG31100322;27.06.1996;1,19;12,8;484;7,4;8;15,8;13,3;74,3;23,6;11,2;13,3;0,039;0;0,0003;0,0001;0,07;;0,005;0,001;0,002;;0,001;0,055;0,005;0,005;22,6;21,4;23,5;289,8;0,943;1,1;;
PG31100322;22.08.1996;1,22;12,5;554;7,3;7,6;16,9;;79,2;25,5;10,3;12,1;0,03;0,01;;;;;;;;;;0,045;0,013;0,0086;23,5;23;48,2;;0,728;0,75;;
PG31100322;14.11.1996;1,16;10,6;606;7,3;8,8;15,7;13,5;71,9;24,6;10,3;9,8;0,06;0,005;;;;;;;;;;0,022;0;0,0048;24,1;21,7;22,4;295;0,684;0,155;;
PG31100322;20.02.1997;1,17;6,7;671;7,1;8,3;16,5;15,1;75,4;25,9;12;13,7;0,01;0,005;;;;;;;;;;0,056;0,01;0,00105;25,1;21,2;26,2;329;1,27;2,12;;
PG31100322;04.06.1997;1,3;10,4;640;7;7,8;17,1;13,3;80,7;25,2;9,75;9,71;0,03;0,005;;;;;;;;;;0,0163;0;0,00225;24,4;22,8;23,3;290;0,735;1,4;;
PG31100322;13.08.1997;1,2;12,6;657;7;8,3;17,3;14,2;81;25,9;12,2;13;0,05;0,005;;;;;;;;;;0,03;0;0,0073;23,7;23,8;23,6;309;0,935;1,87;;
PG31100322;18.11.1997;1,21;8;604;7,2;8,4;16,7;13,3;76;26,5;10,2;8,2;0,02;0,005;;;;;;;;;;0,0109;0;0,0009;23,2;22,7;24,4;289;0,686;1,04;;
PG31100322;23.02.1998;1,32;7,9;588;7,1;8,8;15,6;13;70,7;24,7;9,42;9,85;0,1;0,005;;;;;;;;;;0;0,0038;0,0013;24,4;21,5;21,9;283;0,524;1,14;;
PG31100322;25.05.1998;1,3;10,6;569;7,4;8,2;14,7;13,1;65,9;23,7;9,54;6,77;0,005;0,005;;;;;;;;;;0;0;0;22,8;20,8;20;286;0,353;0,96;;
PG31100322;27.08.1998;1,44;12,1;550;7,2;9,1;15,1;12,8;63,5;27;8,2;4;0,01;0;0,0002;0;0,041;0,002;0,005;0,002;0,003;0,001;0,002;0,01;0,02;0,023;24,6;21,3;11,8;279;0,43;0,8;8,8;
PG31100322;01.12.1998;;7,9;536;6,9;11,1;16,6;13,5;74,8;26,4;8,8;7;0,02;0;0,0001;0;0,1;0,012;0,016;0,001;0,002;0,001;0,001;0,0228;0,011;0;24,1;23,1;20,7;295;0,455;0,8;5,7;
PG31100322;16.03.1999;11;4,3;595;7,3;7,5;17,1;14,2;75,4;28,4;11,2;11,8;0,015;0,005;0,0001;0;0,09;0,0031;0;0,0014;0,0021;0,0022;0,0022;0,022;0,014;0,012;23;27,4;28,3;310;0,738;1,1;10,2;
PG31100322;09.06.1999;1,25;11,7;544;7,2;9,3;16,7;13,5;73,8;27,6;8,9;7,8;0,005;0;0,0001;0;0,067;0,0005;0;0,001;0,002;0,001;0,002;0,036;0,01;0;22,6;22,9;22,7;294;0,53;0,9;11,2;
PG31100322;25.08.1999;1,33;11,6;536;7,3;9,9;15,5;13,2;69,2;25,1;8,6;5,5;0,036;0;;;;;;;;;;0,0385;0;0;22,5;19,3;24,6;287;0,383;0,5;;
PG31100322;06.12.1999;1,06;8;527;7,2;11;15,1;13,1;66,7;24,8;8,4;8,1;0,005;0;;;;;;;;;;0,005;0,005;0;20,8;15,8;21;286;0,412;0,9;;
PG31100322;15.03.2000;0,85;6,3;568;7,4;8,2;15,7;13,1;69,7;26;8,5;7,2;0,04;0,005;;;;;;;;;;0;0,03;0;26,1;22,8;20,8;286;0,67;1,4;;
PG31100322;07.06.2000;1,15;14,1;553;7,3;9;15,8;13;73,7;24;9,7;7,92;0;0;;;;;;;;;;0,005;0,005;0;22,3;21,7;23,5;284;0,338;0,7;;
PG31100322;04.09.2000;1,21;11,8;616;7,3;8,2;16,4;13,5;77,9;23,9;10,4;8,19;0;0;;;;;;;;;;0,0124;0;0;23,2;22,8;34,9;295;0,766;0,8;;
PG31100322;29.11.2000;1,15;9,1;614;7,3;8,3;15,7;13,8;72,6;24,2;9,51;7,25;0,02;0,013;;;;;;;;;;0,0133;0,005;0;24;22,2;23,5;300;0,548;0,9;;
PG31100322;26.02.2001;1,08;7,7;580;7,3;9,5;16,1;13,6;73,5;25,4;10,3;8,36;0;0,005;;;;;;;;;;0,0182;0,005;0;25,3;24,5;26,6;297;0,618;1,38;;
PG31100322;31.05.2001;1,12;10,5;643;7,2;8,6;16,4;14,1;75,3;25,4;10,3;10,2;0;0,01;;;;;;;;;;0,0291;0,012;0,015;22,7;26,4;32,4;306;0,685;1;;
PG31100322;22.08.2001;1,3;11,8;597;7,3;8,5;15,5;12,9;70,8;24,3;9;5,63;0;0;;;;;;;;;;0,005;0,005;0;28,6;23,9;24,5;281;0,384;0,7;;
PG31100322;20.11.2001;1,16;8,7;596;7,4;10;16,2;13,2;71,9;26,5;9,5;6,63;0,01;0,01;;;;;;;;;;0,005;0;0;29,1;25;26,3;287;0,593;0,8;;
PG31100322;13.03.2002;1,06;7,6;589;7,3;8,8;16,8;13,1;80,2;24,4;8,9;8,3;0;0;;;;;;;;;;0,005;0,005;0;26,6;24,6;25,8;286;0,568;0,8;;
PG31100322;06.06.2002;1,2;10,3;588;7,3;8,8;16,7;12,9;74;27,7;9,7;7,38;0;0;;;;;;;;;;0,005;0,005;0;25,7;25,8;26,8;281;0,626;0,25;;
PG31100322;02.09.2002;1,09;12,5;599;7,2;7,7;17,6;14;81;27,2;10,3;8,58;0,015;0;;;;;;;;;;0,0363;0,374;0;23,6;27,3;28,3;305;0,596;1,9;;
PG31100322;18.11.2002;0,88;8,6;686;7,2;5,4;18,2;14,6;84,9;27,5;11,8;13,9;0;0,01;;;;;;;;;;0,0372;0;0,012;37,4;25,5;28,7;318;0,894;2,2;;
