DATE;ID;rr;rr_i;rr_iii
2021-01-04 00:00:00+00:00;81;0.1;-1.0;-1.0
2021-01-05 00:00:00+00:00;81;1.7;-1.0;-1.0
2021-01-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-01-07 00:00:00+00:00;81;-1.0;0.4;-1.0
2021-01-08 00:00:00+00:00;81;2.0;12.6;0.1
2021-01-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-01-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-01-11 00:00:00+00:00;81;4.5;-1.0;-1.0
2021-01-12 00:00:00+00:00;81;-1.0;0.0;-1.0
2021-02-01 00:00:00+00:00;81;1.2;-1.0;-1.0
2021-02-02 00:00:00+00:00;81;3.4;0.0;1.6
2021-02-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-02-04 00:00:00+00:00;81;-1.0;0.1;-1.0
2021-02-05 00:00:00+00:00;81;0.7;1.7;0.7
2021-02-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-02-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-02-08 00:00:00+00:00;81;-1.0;1.9;-1.0
2021-02-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-02-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-02-11 00:00:00+00:00;81;0.1;4.5;0.1
2021-02-12 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-03-01 00:00:00+00:00;81;0.0;1.2;0.0
2021-03-02 00:00:00+00:00;81;0.4;1.8;0.4
2021-03-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-03-04 00:00:00+00:00;81;1.7;-1.0;1.7
2021-03-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-03-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-03-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-03-08 00:00:00+00:00;81;0.1;-1.0;-1.0
2021-03-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-03-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-03-11 00:00:00+00:00;81;2.7;-1.0;-1.0
2021-03-12 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-04-01 00:00:00+00:00;81;0.2;0.0;0.0
2021-04-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-04-03 00:00:00+00:00;81;2.0;-1.0;0.0
2021-04-04 00:00:00+00:00;81;-1.0;0.0;-1.0
2021-04-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-04-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-04-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-04-08 00:00:00+00:00;81;32.0;0.1;0.0
2021-04-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-04-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-04-11 00:00:00+00:00;81;-1.0;2.7;-1.0
2021-04-12 00:00:00+00:00;81;5.1;-1.0;1.7
2021-05-01 00:00:00+00:00;81;4.5;0.2;0.0
2021-05-02 00:00:00+00:00;81;2.0;-1.0;0.0
2021-05-03 00:00:00+00:00;81;2.6;2.0;2.6
2021-05-04 00:00:00+00:00;81;0.0;-1.0;-1.0
2021-05-05 00:00:00+00:00;81;0.6;-1.0;0.6
2021-05-06 00:00:00+00:00;81;1.0;-1.0;0.7
2021-05-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-05-08 00:00:00+00:00;81;4.1;32.0;4.1
2021-05-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-05-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-05-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-05-12 00:00:00+00:00;81;0.7;3.4;0.4
2021-06-01 00:00:00+00:00;81;7.9;4.5;7.9
2021-06-02 00:00:00+00:00;81;0.2;2.0;0.2
2021-06-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-06-04 00:00:00+00:00;81;0.0;0.0;0.0
2021-06-05 00:00:00+00:00;81;0.0;-1.0;-1.0
2021-06-06 00:00:00+00:00;81;-1.0;0.3;-1.0
2021-06-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-06-08 00:00:00+00:00;81;7.2;-1.0;7.2
2021-06-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-06-10 00:00:00+00:00;81;7.7;-1.0;3.3
2021-06-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-06-12 00:00:00+00:00;81;-1.0;0.3;-1.0
2021-07-01 00:00:00+00:00;81;-1.0;0.0;-1.0
2021-07-02 00:00:00+00:00;81;5.3;0.0;0.0
2021-07-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-07-04 00:00:00+00:00;81;0.0;-1.0;0.0
2021-07-05 00:00:00+00:00;81;2.2;0.0;2.2
2021-07-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-07-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-07-08 00:00:00+00:00;81;1.9;-1.0;-1.0
2021-07-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-07-10 00:00:00+00:00;81;3.5;4.4;3.5
2021-07-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-07-12 00:00:00+00:00;81;0.1;-1.0;0.1
2021-08-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-08-02 00:00:00+00:00;81;0.2;5.3;0.2
2021-08-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-08-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-08-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-08-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-08-07 00:00:00+00:00;81;16.5;-1.0;0.9
2021-08-08 00:00:00+00:00;81;7.1;1.9;3.5
2021-08-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-08-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-08-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-08-12 00:00:00+00:00;81;7.2;-1.0;-1.0
2021-09-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-09-02 00:00:00+00:00;81;0.0;-1.0;0.0
2021-09-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-09-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-09-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-09-06 00:00:00+00:00;81;0.0;-1.0;-1.0
2021-09-07 00:00:00+00:00;81;-1.0;15.6;-1.0
2021-09-08 00:00:00+00:00;81;-1.0;3.6;-1.0
2021-09-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-09-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-09-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-09-12 00:00:00+00:00;81;6.8;7.2;6.8
2021-10-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-10-02 00:00:00+00:00;81;0.5;0.0;0.5
2021-10-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-10-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-10-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-10-06 00:00:00+00:00;81;-1.0;0.0;-1.0
2021-10-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-10-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-10-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-10-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-10-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-10-12 00:00:00+00:00;81;-1.0;0.0;-1.0
2021-11-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-11-02 00:00:00+00:00;81;0.0;0.0;0.0
2021-11-03 00:00:00+00:00;81;1.2;-1.0;0.2
2021-11-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-11-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-11-06 00:00:00+00:00;81;8.5;-1.0;8.5
2021-11-07 00:00:00+00:00;81;1.6;-1.0;-1.0
2021-11-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-11-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-11-10 00:00:00+00:00;81;0.0;-1.0;-1.0
2021-11-11 00:00:00+00:00;81;0.0;-1.0;0.0
2021-11-12 00:00:00+00:00;81;0.0;-1.0;0.0
2021-12-01 00:00:00+00:00;81;0.0;-1.0;0.0
2021-12-02 00:00:00+00:00;81;-1.0;0.0;-1.0
2021-12-03 00:00:00+00:00;81;-1.0;1.0;-1.0
2021-12-04 00:00:00+00:00;81;3.9;-1.0;3.0
2021-12-05 00:00:00+00:00;81;10.8;-1.0;3.4
2021-12-06 00:00:00+00:00;81;0.6;-1.0;0.6
2021-12-07 00:00:00+00:00;81;-1.0;1.6;-1.0
2021-12-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2021-12-09 00:00:00+00:00;81;0.5;-1.0;0.5
2021-12-10 00:00:00+00:00;81;0.7;0.0;0.4
2021-12-11 00:00:00+00:00;81;0.0;0.0;0.0
2021-12-12 00:00:00+00:00;81;0.2;-1.0;-1.0
2022-01-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-01-02 00:00:00+00:00;81;0.2;0.2;-1.0
2022-01-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-01-04 00:00:00+00:00;81;0.0;2.7;0.0
2022-01-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-01-06 00:00:00+00:00;81;3.8;7.6;-1.0
2022-01-07 00:00:00+00:00;81;16.5;-1.0;8.5
2022-01-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-01-09 00:00:00+00:00;81;-1.0;0.6;-1.0
2022-01-10 00:00:00+00:00;81;0.0;-1.0;0.0
2022-01-11 00:00:00+00:00;81;-1.0;0.4;-1.0
2022-01-12 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-02-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-02-02 00:00:00+00:00;81;0.9;0.2;0.9
2022-02-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-02-04 00:00:00+00:00;81;1.0;0.0;0.6
2022-02-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-02-06 00:00:00+00:00;81;-1.0;3.8;-1.0
2022-02-07 00:00:00+00:00;81;-1.0;8.0;-1.0
2022-02-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-02-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-02-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-02-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-02-12 00:00:00+00:00;81;2.6;-1.0;2.6
2022-03-01 00:00:00+00:00;81;1.1;-1.0;-1.0
2022-03-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-03-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-03-04 00:00:00+00:00;81;-1.0;0.4;-1.0
2022-03-05 00:00:00+00:00;81;0.0;-1.0;-1.0
2022-03-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-03-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-03-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-03-09 00:00:00+00:00;81;1.4;-1.0;-1.0
2022-03-10 00:00:00+00:00;81;2.1;-1.0;2.1
2022-03-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-03-12 00:00:00+00:00;81;-1.0;0.0;-1.0
2022-04-01 00:00:00+00:00;81;0.9;1.1;0.9
2022-04-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-04-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-04-04 00:00:00+00:00;81;0.0;-1.0;-1.0
2022-04-05 00:00:00+00:00;81;1.6;0.0;1.6
2022-04-06 00:00:00+00:00;81;4.8;-1.0;0.8
2022-04-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-04-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-04-09 00:00:00+00:00;81;-1.0;1.4;-1.0
2022-04-10 00:00:00+00:00;81;-1.0;0.0;-1.0
2022-04-11 00:00:00+00:00;81;6.6;-1.0;6.6
2022-04-12 00:00:00+00:00;81;2.3;-1.0;2.3
2022-05-01 00:00:00+00:00;81;0.0;0.0;0.0
2022-05-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-05-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-05-04 00:00:00+00:00;81;-1.0;0.0;-1.0
2022-05-05 00:00:00+00:00;81;2.6;-1.0;2.6
2022-05-06 00:00:00+00:00;81;14.1;4.0;-1.0
2022-05-07 00:00:00+00:00;81;2.1;-1.0;2.1
2022-05-08 00:00:00+00:00;81;6.1;-1.0;-1.0
2022-05-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-05-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-05-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-05-12 00:00:00+00:00;81;6.7;0.0;0.1
2022-06-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-06-02 00:00:00+00:00;81;0.0;-1.0;-1.0
2022-06-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-06-04 00:00:00+00:00;81;0.5;-1.0;-1.0
2022-06-05 00:00:00+00:00;81;4.7;-1.0;1.0
2022-06-06 00:00:00+00:00;81;-1.0;14.1;-1.0
2022-06-07 00:00:00+00:00;81;0.1;-1.0;0.1
2022-06-08 00:00:00+00:00;81;0.5;6.1;0.5
2022-06-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-06-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-06-11 00:00:00+00:00;81;0.3;-1.0;-1.0
2022-06-12 00:00:00+00:00;81;1.4;6.6;1.4
2022-07-01 00:00:00+00:00;81;0.0;-1.0;-1.0
2022-07-02 00:00:00+00:00;81;0.5;0.0;0.3
2022-07-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-07-04 00:00:00+00:00;81;-1.0;0.5;-1.0
2022-07-05 00:00:00+00:00;81;0.6;3.7;0.0
2022-07-06 00:00:00+00:00;81;4.6;-1.0;3.8
2022-07-07 00:00:00+00:00;81;0.1;-1.0;0.0
2022-07-08 00:00:00+00:00;81;0.0;-1.0;-1.0
2022-07-09 00:00:00+00:00;81;0.0;-1.0;0.0
2022-07-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-07-11 00:00:00+00:00;81;0.1;0.3;-1.0
2022-07-12 00:00:00+00:00;81;0.3;-1.0;0.3
2022-08-01 00:00:00+00:00;81;-1.0;0.0;-1.0
2022-08-02 00:00:00+00:00;81;-1.0;0.2;-1.0
2022-08-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-08-04 00:00:00+00:00;81;3.7;-1.0;3.0
2022-08-05 00:00:00+00:00;81;0.0;0.6;0.0
2022-08-06 00:00:00+00:00;81;1.7;0.8;-1.0
2022-08-07 00:00:00+00:00;81;-1.0;0.1;-1.0
2022-08-08 00:00:00+00:00;81;-1.0;0.0;-1.0
2022-08-09 00:00:00+00:00;81;3.6;-1.0;3.6
2022-08-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-08-11 00:00:00+00:00;81;0.2;0.1;0.2
2022-08-12 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-09-01 00:00:00+00:00;81;0.3;-1.0;0.2
2022-09-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-09-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-09-04 00:00:00+00:00;81;-1.0;0.7;-1.0
2022-09-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-09-06 00:00:00+00:00;81;16.1;1.7;8.4
2022-09-07 00:00:00+00:00;81;0.5;-1.0;0.1
2022-09-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-09-09 00:00:00+00:00;81;13.9;-1.0;6.2
2022-09-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-09-11 00:00:00+00:00;81;0.1;0.0;-1.0
2022-09-12 00:00:00+00:00;81;3.1;-1.0;2.0
2022-10-01 00:00:00+00:00;81;1.6;0.1;1.6
2022-10-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-10-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-10-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-10-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-10-06 00:00:00+00:00;81;5.6;7.7;5.6
2022-10-07 00:00:00+00:00;81;0.2;0.4;0.1
2022-10-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-10-09 00:00:00+00:00;81;3.4;7.7;3.4
2022-10-10 00:00:00+00:00;81;0.1;-1.0;-1.0
2022-10-11 00:00:00+00:00;81;-1.0;0.1;-1.0
2022-10-12 00:00:00+00:00;81;0.0;1.1;-1.0
2022-11-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-11-02 00:00:00+00:00;81;0.0;-1.0;0.0
2022-11-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-11-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-11-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-11-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-11-07 00:00:00+00:00;81;-1.0;0.1;-1.0
2022-11-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-11-09 00:00:00+00:00;81;5.4;-1.0;5.4
2022-11-10 00:00:00+00:00;81;-1.0;0.1;-1.0
2022-11-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-11-12 00:00:00+00:00;81;-1.0;0.0;-1.0
2022-12-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-12-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-12-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-12-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-12-05 00:00:00+00:00;81;3.6;-1.0;-1.0
2022-12-06 00:00:00+00:00;81;0.9;-1.0;-1.0
2022-12-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-12-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-12-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-12-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-12-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2022-12-12 00:00:00+00:00;81;0.0;-1.0;0.0
2023-01-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-01-02 00:00:00+00:00;81;3.2;-1.0;1.2
2023-01-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-01-04 00:00:00+00:00;81;0.0;-1.0;-1.0
2023-01-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-01-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-01-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-01-08 00:00:00+00:00;81;16.5;0.4;16.5
2023-01-09 00:00:00+00:00;81;0.1;0.1;0.1
2023-01-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-01-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-01-12 00:00:00+00:00;81;11.6;0.6;6.3
2023-02-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-02-02 00:00:00+00:00;81;0.6;2.0;-1.0
2023-02-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-02-04 00:00:00+00:00;81;3.5;0.0;3.5
2023-02-05 00:00:00+00:00;81;2.1;-1.0;1.1
2023-02-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-02-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-02-08 00:00:00+00:00;81;0.1;-1.0;-1.0
2023-02-09 00:00:00+00:00;81;3.5;-1.0;-1.0
2023-02-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-02-11 00:00:00+00:00;81;8.5;-1.0;-1.0
2023-02-12 00:00:00+00:00;81;1.0;5.3;1.0
2023-03-01 00:00:00+00:00;81;0.0;-1.0;0.0
2023-03-02 00:00:00+00:00;81;3.3;0.6;2.7
2023-03-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-03-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-03-05 00:00:00+00:00;81;-1.0;1.0;-1.0
2023-03-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-03-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-03-08 00:00:00+00:00;81;1.8;0.1;1.7
2023-03-09 00:00:00+00:00;81;0.1;3.5;0.1
2023-03-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-03-11 00:00:00+00:00;81;7.7;8.5;7.7
2023-03-12 00:00:00+00:00;81;-1.0;0.0;-1.0
2023-04-01 00:00:00+00:00;81;0.6;-1.0;0.4
2023-04-02 00:00:00+00:00;81;0.0;0.6;-1.0
2023-04-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-04-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-04-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-04-06 00:00:00+00:00;81;0.0;-1.0;-1.0
2023-04-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-04-08 00:00:00+00:00;81;1.1;0.1;0.0
2023-04-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-04-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-04-11 00:00:00+00:00;81;2.2;-1.0;-1.0
2023-04-12 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-05-01 00:00:00+00:00;81;0.8;0.2;0.8
2023-05-02 00:00:00+00:00;81;-1.0;0.0;-1.0
2023-05-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-05-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-05-05 00:00:00+00:00;81;0.1;-1.0;-1.0
2023-05-06 00:00:00+00:00;81;22.4;0.0;13.9
2023-05-07 00:00:00+00:00;81;4.5;-1.0;4.5
2023-05-08 00:00:00+00:00;81;21.2;1.1;14.7
2023-05-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-05-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-05-11 00:00:00+00:00;81;0.7;2.2;0.7
2023-05-12 00:00:00+00:00;81;2.5;-1.0;-1.0
2023-06-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-06-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-06-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-06-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-06-05 00:00:00+00:00;81;0.0;0.1;0.0
2023-06-06 00:00:00+00:00;81;4.5;8.5;2.6
2023-06-07 00:00:00+00:00;81;-1.0;0.0;-1.0
2023-06-08 00:00:00+00:00;81;3.7;6.5;2.8
2023-06-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-06-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-06-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-06-12 00:00:00+00:00;81;0.1;2.5;0.1
2023-07-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-07-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-07-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-07-04 00:00:00+00:00;81;5.2;-1.0;-1.0
2023-07-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-07-06 00:00:00+00:00;81;-1.0;1.9;-1.0
2023-07-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-07-08 00:00:00+00:00;81;2.7;0.9;2.7
2023-07-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-07-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-07-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-07-12 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-08-01 00:00:00+00:00;81;0.2;-1.0;0.0
2023-08-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-08-03 00:00:00+00:00;81;0.8;-1.0;0.3
2023-08-04 00:00:00+00:00;81;0.8;5.2;0.2
2023-08-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-08-06 00:00:00+00:00;81;1.2;-1.0;0.3
2023-08-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-08-08 00:00:00+00:00;81;0.0;-1.0;-1.0
2023-08-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-08-10 00:00:00+00:00;81;0.0;-1.0;0.0
2023-08-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-08-12 00:00:00+00:00;81;1.6;-1.0;-1.0
2023-09-01 00:00:00+00:00;81;1.3;0.2;1.3
2023-09-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-09-03 00:00:00+00:00;81;0.0;0.5;0.0
2023-09-04 00:00:00+00:00;81;0.2;0.6;0.2
2023-09-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-09-06 00:00:00+00:00;81;0.5;0.9;0.5
2023-09-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-09-08 00:00:00+00:00;81;4.7;0.0;4.6
2023-09-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-09-10 00:00:00+00:00;81;1.8;-1.0;1.8
2023-09-11 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-09-12 00:00:00+00:00;81;4.4;1.6;1.7
2023-10-01 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-10-02 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-10-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-10-04 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-10-05 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-10-06 00:00:00+00:00;81;3.1;-1.0;3.1
2023-10-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-10-08 00:00:00+00:00;81;-1.0;0.1;-1.0
2023-10-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-10-10 00:00:00+00:00;81;-1.0;0.0;-1.0
2023-10-11 00:00:00+00:00;81;0.9;-1.0;-1.0
2023-10-12 00:00:00+00:00;81;1.8;2.7;-1.0
2023-11-01 00:00:00+00:00;81;1.0;-1.0;-1.0
2023-11-02 00:00:00+00:00;81;0.0;-1.0;-1.0
2023-11-03 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-11-04 00:00:00+00:00;81;5.3;-1.0;5.3
2023-11-05 00:00:00+00:00;81;1.6;-1.0;-1.0
2023-11-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-11-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-11-08 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-11-09 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-11-10 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-11-11 00:00:00+00:00;81;0.6;0.9;0.6
2023-11-12 00:00:00+00:00;81;-1.0;1.8;-1.0
2023-12-01 00:00:00+00:00;81;-1.0;1.0;-1.0
2023-12-02 00:00:00+00:00;81;-1.0;0.0;-1.0
2023-12-03 00:00:00+00:00;81;0.1;-1.0;-1.0
2023-12-04 00:00:00+00:00;81;6.3;-1.0;-1.0
2023-12-05 00:00:00+00:00;81;2.7;1.6;2.4
2023-12-06 00:00:00+00:00;81;-1.0;-1.0;-1.0
2023-12-07 00:00:00+00:00;81;-1.0;-1.0;-1.0
